LAST, FIRST, ID, DEBUT
Toney,Fred,tonef101,04/15/1911
Tonis,Mike,tonim001,06/20/2004
Tonkin,Doc,tonkd101,08/19/1907
Tonneman,Tony,tonnt101,09/19/1911
Toole,Steve,tools101,04/20/1886
Tooley,Bert,toolb101,04/12/1911
Toporcer,Specs,topos101,04/13/1921
Toppin,Rupe,toppr101,07/28/1962
Torborg,Jeff,torbj101,05/10/1964
Torcato,Tony,torct001,07/26/2002
Torchia,Tony,torct801,04/08/1985
Toregas,Wyatt,torew001,08/01/2009
Torgeson,Earl,torge101,04/15/1947
Torkelson,Red,torkr101,08/29/1917
Torphy,Red,torpr101,09/25/1920
Torre,Frank,torrf102,04/20/1956
Torre,Joe,torrj101,09/25/1960
Torrealba,Pablo,torrp101,04/09/1975
Torrealba,Steve,torrs002,10/06/2001
Torrealba,Yorvit,torry001,09/05/2001
Torres,Alexander,torra002,07/18/2011
Torres,Andres,torra001,04/07/2002
Torres,Angel,torra101,09/12/1977
Torres,Carlos,torrc001,07/22/2009
Torres,Dilson,torrd001,04/29/1995
Torres,Eider,torre001,04/26/2008
Torres,Felix,torrf101,04/10/1962
Torres,Gil,torrg101,04/25/1940
Torres,Hector,torrh101,04/10/1968
Torres,Ricardo,torrr102,05/18/1920
Torres,Rusty,torrr101,09/20/1971
Torres,Salomon,torrs001,08/29/1993
Torrez,Mike,torrm001,09/10/1967
Torve,Kelvin,torvk001,06/25/1988
Tosca,Carlos,toscc801,06/03/2002
Tosoni,Rene,tosor001,04/28/2011
Tost,Lou,tostl101,04/20/1942
Toth,Paul,tothp101,04/22/1962
Touchstone,Clay,toucc101,09/04/1928
Tovar,Cesar,tovac101,04/12/1965
Towers,Josh,towej001,05/02/2001
Towles,J.R.,towlj001,09/05/2007
Towne,Babe,townb101,08/01/1906
Townsend,George,towng101,06/25/1887
Townsend,Happy,townh101,04/19/1901
Townsend,Ira,towni101,08/25/1920
Townsend,Leo,townl101,09/08/1920
Toy,Jim,toy-j101,04/20/1887
Tozer,Bill,tozeb101,04/16/1908
Traber,Billy,trabb001,04/04/2003
Traber,Jim,trabj001,09/21/1984
Tracewski,Dick,tracd101,04/12/1962
Tracey,Sean,tracs002,06/08/2006
Trachsel,Steve,tracs001,09/19/1993
Tracy,Andy,traca001,04/25/2000
Tracy,Chad,tracc001,04/21/2004
Tracy,Jim,tracj101,07/20/1980
Traffley,Bill,trafb101,07/27/1878
Traffley,John,trafj101,06/15/1889
Tragesser,Walt,tragw101,07/30/1913
Tramback,Red,tramr101,09/15/1940
Trammell,Alan,trama001,09/09/1977
Trammell,Bubba,tramb001,04/01/1997
Trautman,Fred,trauf101,04/27/1915
Trautwein,John,trauj001,04/07/1988
Travers,Allan,trava101,05/18/1912
Travers,Bill,travb101,05/19/1974
Travis,Cecil,travc101,05/16/1933
Travis,Vic,travv901,04/26/1995
Traxler,Brian,traxb001,04/24/1990
Tray,Jim,trayj101,09/06/1884
Traynor,Pie,trayp101,09/15/1920
Treacey,Fred,treaf101,05/16/1871
Treacey,Pete,treap101,08/05/1876
Treadaway,Ray,trear102,09/17/1930
Treadway,George,treag101,04/27/1893
Treadway,Jeff,treaj001,09/04/1987
Treadway,Red,trear101,07/25/1944
Treanor,Matt,tream001,06/02/2004
Trebelhorn,Tom,trebt801,09/26/1986
Trechock,Frank,trecf101,09/19/1937
Treitel,Les,treil901,08/25/1978
Trekell,Harry,trekh101,08/16/1913
Tremark,Nick,tremn101,08/09/1934
Tremblay,Dick,tremd901,07/07/1970
Trembley,Dave,tremd801,04/02/2007
Trembley,Dave,tremd801,06/19/2007
Tremel,Bill,tremb101,06/12/1954
Tremie,Chris,tremc001,07/01/1995
Tremper,Overton,tremo101,06/16/1927
Trenwith,George,treng101,04/21/1875
Tresh,Mike,tresm101,09/04/1938
Tresh,Tom,trest101,09/03/1961
Treuel,Ralph,treur801,04/26/1995
Trevino,Alex,treva001,09/11/1978
Trevino,Bobby,trevb101,05/22/1968
Triandos,Gus,triag101,08/03/1953
Trice,Bob,tricb101,09/13/1953
Trillo,Manny,trilm001,06/28/1973
Trimble,Joe,trimj101,04/29/1955
Trinkle,Ken,trink101,04/25/1943
Triplett,Coaker,tripc101,04/19/1938
Trlicek,Ricky,trlir001,04/08/1992
Troedson,Rich,troer101,04/09/1973
Trombley,Mike,tromm001,08/19/1992
Troncoso,Ramon,tronr001,04/01/2008
Trosky,Hal,trosh101,09/11/1933
Trosky,Hal,trosh102,09/25/1958
Trost,Mike,trosm101,08/21/1890
Trott,Sam,trots101,05/29/1880
Trotter,Bill,trotb101,04/23/1937
Trouppe,Quincy,trouq101,04/30/1952
Trout,Dizzy,troud101,04/25/1939
Trout,Mike,troum001,07/08/2011
Trout,Steve,trous001,07/01/1978
Trowbridge,Bob,trowb101,04/22/1956
Troy,Bun,troyb101,09/15/1912
Troy,Dasher,troyd101,08/23/1881
Truax,Fred,truaf101,08/18/1890
Truby,Chris,trubc001,06/16/2000
Truby,Harry,trubh101,08/21/1895
Trucks,Virgil,trucv101,09/27/1941
Truesdale,Frank,truef101,04/27/1910
Trujillo,J.J.,trujj001,06/11/2002
Trujillo,Mike,trujm001,04/14/1985
Trumbo,Mark,trumm001,09/11/2010
Trumbull,Ed,trume101,05/10/1884
Tsamis,George,tsamg001,04/26/1993
Tsao,Chin-hui,tsaoc001,07/25/2003
Tschida,Tim,tscht901,07/24/1985
Tsitouris,John,tsitj101,06/13/1957
Tubbs,Greg,tubbg001,08/01/1993
Tuck,Gary,tuckg801,04/12/1990
Tucker,Eddie,tucke001,06/14/1992
Tucker,Michael,tuckm001,04/26/1995
Tucker,Ollie,tucko101,04/17/1927
Tucker,Ryan,tuckr001,06/08/2008
Tucker,T.J.,tuckt001,06/03/2000
Tucker,Thurman,tuckt102,04/14/1942
Tucker,Tommy,tuckt103,04/16/1887
Tuckey,Tom,tuckt101,08/11/1908
Tudor,John,tudoj001,08/16/1979
Tuero,Oscar,tuero101,05/30/1918
Tufts,Bob,tuftb101,08/10/1981
Tuiasosopo,Matt,tuiam001,09/05/2008
Tulowitzki,Troy,tulot001,08/30/2006
Tumpane,John,tumpj901,08/02/2010
Tunison,William,tunnw901,07/20/1885
Tunnell,Lee,tunnl001,09/04/1982
Tupman,Matt,tupmm001,05/18/2008
Turang,Brian,turab001,08/13/1993
Turbeville,George,turbg101,07/20/1935
Turbidy,Jerry,turbj101,07/27/1884
Turchin,Eddie,turce101,05/09/1943
Turgeon,Pete,turgp101,09/20/1923
Turk,Lucas,turkl101,06/07/1922
Turley,Bob,turlb101,09/29/1951
Turnbow,Derrick,turnd001,04/17/2000
Turner,Chris,turnc001,08/27/1993
Turner,Earl,turne101,09/25/1948
Turner,Jacob,turnj002,07/30/2011
Turner,Jerry,turnj101,09/02/1974
Turner,Jim,turnj102,04/30/1937
Turner,Justin,turnj001,09/08/2009
Turner,Ken,turnk101,06/11/1967
Turner,Leo,turnl901,08/25/1978
Turner,Matt,turnm001,04/23/1993
Turner,Shane,turns001,08/19/1988
Turner,Ted,turnt104,04/20/1920
Turner,Ted,turnt801,05/11/1977
Turner,Terry,turnt105,08/25/1901
Turner,Tink,turnt103,09/24/1915
Turner,Tom,turnt102,04/25/1940
Turner,Tuck,turnt101,08/18/1893
Tuthill,Ben,tuthb901,07/03/1895
Tuttle,Bill,tuttb101,09/10/1952
Tutwiler,Elmer,tutwe101,08/20/1928
Tutwiler,Guy,tutwg101,08/29/1911
Twineham,Art,twina101,09/11/1893
Twining,Twink,twint101,07/09/1916
Twitchell,Larry,twitl101,04/30/1886
Twitchell,Wayne,twitw101,09/07/1970
Twitty,Jeff,twitj101,07/05/1980
Twombly,Babe,twomb101,04/14/1920
Twombly,Cy,twomc101,06/25/1921
Twombly,George,twomg101,07/09/1914
Tyack,Jim,tyacj101,04/20/1943
Tyler,Columbus,tylec901,09/02/1871
Tyler,Fred,tylef101,10/03/1914
Tyler,Johnnie,tylej101,09/16/1934
Tyler,Lefty,tylel101,09/20/1910
Tyner,Jason,tynej001,06/05/2000
Tyng,Jim,tyngj101,09/23/1879
Tyree,Earl,tyree101,10/05/1914
Tyriver,Dave,tyrid101,08/21/1962
Tyrone,Jim,tyroj101,08/27/1972
Tyrone,Wayne,tyrow101,07/15/1976
Tyson,Mike,tysom101,09/05/1972
Tyson,Turkey,tysot101,04/23/1944
Tyson,Ty,tysot102,04/13/1926
Uchrinscko,Jimmy,uchrj101,07/20/1926
Uecker,Bob,ueckb101,04/13/1962
Uehara,Koji,uehak001,04/08/2009
Uggla,Dan,uggld001,04/03/2006
Ugueto,Luis,uguel001,04/03/2002
Uhalt,Frenchy,uhalf101,04/17/1934
Uhl,Bob,uhl-b101,05/08/1938
Uhlaender,Ted,uhlat101,09/04/1965
Uhle,George,uhleg101,04/30/1919
Uhlenhopp,Jake,uhlej901,05/20/2009
Uhler,Maury,uhlem101,04/14/1914
Uhlir,Charlie,uhlic101,08/03/1934
Ujdur,Jerry,ujduj001,08/17/1980
Ulicny,Mike,ulism101,05/05/1945
Ullger,Scott,ullgs101,04/17/1983
Ullrich,Sandy,ullrs101,05/03/1944
Ulrich,Dutch,ulrid101,04/18/1925
Ulrich,George,ulrig101,05/01/1892
Ulrich,George,ulrig901,04/27/1995
Umbach,Arnold,umbaa101,10/03/1964
Umbarger,Jim,umbaj101,04/08/1975
Umbricht,Jim,umbrj101,09/26/1959
Umont,Frank,umonf901,04/13/1954
Umphlett,Tom,umpht101,04/16/1953
Underhill,Willie,undew101,09/08/1927
Underwood,Fred,undef101,07/18/1894
Underwood,Pat,undep101,05/31/1979
Underwood,Tom,undet001,08/19/1974
Unglaub,Bob,unglb101,04/15/1904
Unroe,Tim,unrot001,05/30/1995
Unser,Al,unsea101,09/14/1942
Unser,Del,unsed101,04/10/1968
Upchurch,Woody,upchw101,09/14/1935
Upham,Bill,uphab101,04/10/1915
Upham,John,uphaj101,04/16/1967
Upp,Jerry,upp-j101,09/02/1909
Upright,Dixie,uprid101,04/18/1953
Upshaw,Cecil,upshc101,10/01/1966
Upshaw,Willie,upshw001,04/09/1978
Upton,B.J.,uptob001,08/02/2004
Upton,Bill,uptob101,04/13/1954
Upton,Justin,uptoj001,08/02/2007
Upton,Tom,uptot101,04/19/1950
Urban,Jack,urbaj101,06/13/1957
Urban,Luke,urbal101,07/19/1927
Urbani,Tom,urbat001,04/21/1993
Urbanski,Billy,urbab101,07/04/1931
Urbina,Ugueth,urbiu001,05/09/1995
Urchak,Woody,urchw901,08/25/1978
Urdaneta,Lino,urdal001,09/09/2004
Urell,Emmett,urelm901,07/04/1873
Uremovich,Jim,uremj901,04/08/1991
Uribe,Jose,uribj001,09/13/1984
Uribe,Juan,uribj002,04/08/2001
Urlage,Dick,urlad901,05/01/1979
Urrea,John,urrej101,04/10/1977
Ury,Lon,ury-l101,09/09/1903
Usher,Bob,usheb101,04/16/1946
Ussat,Dutch,ussad101,09/13/1925
Utley,Chase,utlec001,04/04/2003
Vache,Tex,vacht101,04/16/1925
Vadeboncoeur,Gene,vadeg101,07/11/1884
Vahrenhorst,Harry,vahrh101,09/21/1904
Vail,Bob,vailb101,08/27/1908
Vail,Mike,vailm001,08/18/1975
Valaika,Chris,valac001,08/24/2010
Valbuena,Luis,valbl001,09/02/2008
Valderrama,Carlos,valdc002,06/21/2003
Valdes,Marc,valdm001,08/28/1995
Valdes,Pedro,valdp001,05/15/1996
Valdes,Raul,valdr002,04/11/2010
Valdes,Rene,valdr101,04/21/1957
Valdes,Roy,valdr102,05/03/1944
Valdespino,Sandy,valds101,04/12/1965
Valdez,Carlos,valdc001,07/18/1995
Valdez,Cesar,valdc003,05/03/2010
Valdez,Efrain,valde001,08/13/1990
Valdez,Ismael,valdi001,06/15/1994
Valdez,Jose,valdj001,04/17/2011
Valdez,Julio,valdj101,09/02/1980
Valdez,Luis,valdl001,07/12/2009
Valdez,Mario,valdm002,06/15/1997
Valdez,Merkin,valdm003,08/01/2004
Valdez,Rafael,valdr001,04/18/1990
Valdez,Sergio,valds001,09/10/1986
Valdez,Wilson,valdw001,09/07/2004
Valdivielso,Jose,valdj102,06/21/1955
Valencia,Danny,valed001,06/03/2010
Valent,Eric,valee002,06/08/2001
Valentin,Javier,valej004,09/13/1997
Valentin,John,valej002,07/27/1992
Valentin,Jose,valej003,09/17/1992
Valentine,Bill,valeb901,04/09/1963
Valentine,Bob,valeb103,05/20/1876
Valentine,Bobby,valeb102,09/02/1969
Valentine,Corky,valec101,04/17/1954
Valentine,Ellis,valee001,09/03/1975
Valentine,Fred,valef101,09/07/1959
Valentine,Joe,valej005,08/24/2003
Valentine,John,valej101,05/03/1883
Valentinetti,Vito,valev101,06/20/1954
Valenzuela,Benny,valeb101,04/27/1958
Valenzuela,Fernando,valef001,09/15/1980
Valera,Julio,valej001,09/01/1990
Valera,Yohanny,valey001,09/13/2000
Valle,Dave,valld001,09/07/1984
Valle,Hector,vallh101,06/06/1965
Valo,Elmer,valoe101,09/22/1940
Valverde,Jose,valvj001,06/01/2003
Van Alstyne,Clay,vanac101,08/20/1927
Van Atta,Russ,vanar101,04/25/1933
Van Benschoten,John,vanbj001,08/18/2004
Van Brabant,Ozzie,vanbo101,04/13/1954
Van Buren,Deacon,vanbd101,04/21/1904
Van Buren,Jermaine,vanbj002,08/31/2005
Van Burkalow,Ike,burki901,06/26/1888
Van Burkleo,Ty,vanbt001,07/28/1993
Van Camp,Al,vanca101,09/11/1928
Van Court,Eugene,vance901,05/01/1884
Van Cuyk,Chris,vancc101,07/16/1950
Van Cuyk,Johnny,vancj101,09/18/1947
Van Delft,Benjamin,vandb901,09/04/1875
Van Dusen,Fred,vandf101,09/11/1955
Van Dyke,Ben,vandb102,05/11/1909
Van Dyke,Bill,vandb101,04/17/1890
Van Every,Jonathan,vanej001,05/14/2008
Van Gorder,Dave,vangd001,06/15/1982
Van Graflan,Roy,vangr901,04/20/1927
Van Haltren,George,vanhg101,06/27/1887
Van Hekken,Andy,vanha001,09/03/2002
Van Noy,Jay,vannj101,06/18/1951
Van Ornum,John,vanoj801,04/10/1980
Van Poppel,Todd,vanpt001,09/11/1991
Van Robays,Maurice,vanrm101,09/07/1939
Van Sickle,Charles,vansc901,05/31/1914
Van Slyke,Andy,vansa001,06/17/1983
Van Zandt,Ike,vanzi101,08/05/1901
Van Zant,Dick,vanzd101,10/04/1888
Vance,Cory,vancc001,09/21/2002
Vance,Dazzy,vancd101,04/16/1915
Vance,Joe,vancj102,04/18/1935
Vance,Sandy,vancs101,04/26/1970
Vandagrift,Carl,vandc101,05/19/1914
Vande Berg,Ed,vande001,04/07/1982
Vanden Hurk,Rick,vandr001,04/10/2007
Vandenberg,Hy,vandh101,06/08/1935
Vander Meer,Johnny,vandj101,04/22/1937
Vander Wal,John,vandj001,09/06/1991
VanEgmond,Tim,vanet001,06/26/1994
Vangilder,Elam,vange101,09/18/1919
VanLandingham,William,vanlb001,05/21/1994
Vann,John,vannj102,06/11/1913
Vanover,Larry,vanol901,06/25/1991
VanRyn,Ben,vanrb001,05/09/1996
Vanvleet,Mike,vanvm901,04/12/2000
Varga,Andy,varga101,09/09/1950
Vargas,Claudio,vargc001,04/26/2003
Vargas,Eddie,varge001,09/08/1982
Vargas,Jason,vargj001,07/14/2005
Vargas,Roberto,vargr101,04/17/1955
Vargo,Ed,varge901,04/12/1960
Vargus,Bill,vargb101,06/23/1925
Varitek,Jason,varij001,09/24/1997
Varner,Buck,varnb101,09/19/1952
Varney,Dike,varnd101,07/03/1902
Varney,Pete,varnp101,08/26/1973
Varsho,Gary,varsg001,07/06/1988
Varvaro,Anthony,varva001,09/24/2010
Vasbinder,Cal,vasbc101,04/27/1902
Vasquez,Anthony,vasqa001,08/23/2011
Vasquez,Esmerling,vasqe001,04/26/2009
Vasquez,Jorge,vasqj001,08/13/2004
Vasquez,Rafael,vasqr101,04/06/1979
Vasquez,Virgil,vasqv001,05/13/2007
Vatcher,Jim,vatcj001,05/30/1990
Vaughan,Arky,vauga101,04/17/1932
Vaughan,Charlie,vaugc101,09/03/1966
Vaughan,Glenn,vaugg101,09/20/1963
Vaughan,Porter,vaugp101,06/16/1940
Vaughn,Bobby,vaugb101,06/12/1909
Vaughn,DeWayne,vaugd001,04/17/1988
Vaughn,Farmer,vaugf101,10/07/1886
Vaughn,Fred,vaugf102,08/20/1944
Vaughn,Greg,vaugg001,08/10/1989
Vaughn,Hippo,vaugh101,06/19/1908
Vaughn,Mo,vaugm001,06/27/1991
Vaughn,Roy,vaugr101,07/01/1934
Vavra,Joe,vavrj801,04/04/2006
Vazquez,Javier,vazqj001,04/03/1998
Vazquez,Ramon,vazqr001,09/07/2001
Veach,Al,veaca101,09/22/1935
Veach,Bobby,veacb101,09/06/1912
Veach,Peek-A-Boo,veacp101,08/24/1884
Veal,Coot,vealc101,07/30/1958
Veal,Donald,veald001,04/07/2009
Veale,Bob,vealb101,04/16/1962
Vedder,Lou,veddl101,09/18/1920
Vega,Jesus,vegaj101,09/05/1979
Veigel,Al,veiga101,09/21/1939
Veil,Bucky,veilb101,04/19/1903
Velandia,Jorge,velaj001,06/20/1997
Velarde,Randy,velar001,08/20/1987
Velasquez,Guillermo,velag001,09/14/1992
Velazquez,Carlos,velac101,07/20/1973
Velazquez,Freddie,velaf101,04/20/1969
Velazquez,Gil,velag002,09/25/2008
Velez,Eugenio,velee001,09/05/2007
Velez,Otto,veleo101,09/04/1973
Veltman,Pat,veltp101,04/17/1926
Venable,Max,venam001,04/08/1979
Venable,Will,venaw001,08/29/2008
Venafro,Mike,venam002,04/24/1999
Venters,Jonny,ventj001,04/17/2010
Vento,Mike,ventm001,09/13/2005
Ventura,Robin,ventr001,09/12/1989
Ventura,Vince,ventv101,05/08/1945
Venzon,Tony,venzt901,04/16/1957
Veras,Dario,verad001,07/31/1996
Veras,Jose,veraj001,08/05/2006
Veras,Quilvio,veraq001,04/25/1995
Veras,Wilton,veraw001,07/01/1999
Verban,Emil,verbe101,04/18/1944
Verbanic,Joe,verbj101,07/20/1966
Verble,Gene,verbg101,04/17/1951
Verdel,Al,verda101,04/20/1944
Verdi,Frank,verdf101,05/10/1953
Vereker,Tommy,veret101,06/17/1915
Veres,Dave,vered001,05/10/1994
Veres,Randy,verer001,07/01/1989
Vergez,Johnny,vergj101,04/14/1931
Verhoeven,John,verhj101,07/06/1976
Verlander,Justin,verlj001,07/04/2005
Vermilyea,Jamie,vermj001,04/22/2007
Vernon,Joe,vernj101,07/20/1912
Vernon,Mickey,vernm101,07/08/1939
Versalles,Zoilo,versz101,08/01/1959
Veryzer,Tom,veryt001,08/14/1973
Veselic,Bob,veseb101,09/18/1980
Viau,Lee,viaul101,04/22/1888
Viciedo,Dayan,vicid001,06/20/2010
Vick,Ernie,vicke101,06/29/1922
Vick,Sammy,vicks101,09/20/1917
Vickers,Rube,vickr101,09/21/1902
Vickery,Tom,vickt101,04/21/1890
Vico,Sam,vicos101,04/20/1948
Victorino,Shane,victs001,04/02/2003
Vidal,Jose,vidaj101,09/05/1966
Vidro,Jose,vidrj001,06/08/1997
Villacis,Eduardo,ville001,05/01/2004
Villafuerte,Brandon,villb001,05/23/2000
Villanueva,Carlos,villc001,05/23/2006
Villanueva,Elih,ville002,06/15/2011
Villanueva,Hector,villh001,06/01/1990
Villar,Henry,villh002,09/10/2010
Villarreal,Brayan,villb002,04/02/2011
Villarreal,Oscar,villo001,03/31/2003
Villegas,Ismael,villi001,07/03/2000
Villone,Ron,villr001,04/28/1995
Vina,Fernando,vinaf001,04/10/1993
Vincent,Al,vinca801,04/21/1943
Vines,Bob,vineb101,09/03/1924
Vineyard,Dave,vined101,07/18/1964
Vining,Ken,vinik001,05/23/2001
Vinson,Charlie,vinsc101,09/19/1966
Vinson,Rube,vinsr101,09/27/1904
Vinton,Bill,vintb101,07/03/1884
Viola,Frank,violf001,06/06/1982
Viola,Pedro,violp001,09/08/2009
Viox,Jim,vioxj101,05/09/1912
Virdon,Bill,virdb101,04/12/1955
Virgil,Ozzie,virgo101,09/23/1956
Virgil,Ozzie,virgo001,10/05/1980
Virtue,Jake,virtj101,07/21/1890
Visner,Joe,visnj101,07/04/1885
Vitelli,Joe,vitej101,05/30/1944
Vitiello,Joe,vitij001,04/29/1995
Vitko,Joe,vitkj001,09/18/1992
Vitt,Ossie,vitto101,04/11/1912
Vizcaino,Arodys,vizca001,08/10/2011
Vizcaino,Jose,vizcj001,09/10/1989
Vizcaino,Luis,vizcl001,07/23/1999
Vizquel,Omar,vizqo001,04/03/1989
Vogel,Otto,vogeo101,06/05/1923
Vogelsong,Ryan,voger001,09/02/2000
Voigt,Jack,voigj001,08/03/1992
Voigt,Ollie,voigo101,04/19/1924
Voiselle,Bill,voisb101,09/01/1942
Vollmer,Clyde,vollc101,05/31/1942
Volquez,Edinson,volqe001,08/30/2005
Volstad,Chris,volsc001,07/06/2008
Voltaggio,Vic,voltv901,04/07/1977
Voltz,E.C.,volte901,08/30/1871
Volz,Jake,volzj101,09/28/1901
Von Der Ahe,Chris,vondc801,06/23/1895
Von Fricken,Tony,vonft101,05/09/1890
Von Hoff,Bruce,vonhb101,09/28/1965
Von Kolnitz,Fritz,vonkf101,04/18/1914
Von Ohlen,Dave,vonod001,05/13/1983
Vorhees,Cy,vorhc101,04/17/1902
Vosberg,Ed,vosbe001,09/17/1986
Vosmik,Joe,vosmj101,09/13/1930
Voss,Alex,vossa101,04/17/1884
Voss,Bill,vossb101,09/14/1965
Votto,Joey,vottj001,09/04/2007
Vowinkel,Rip,vowir101,09/05/1905
Voyles,Brad,voylb001,09/08/2001
Voyles,Phil,voylp101,09/04/1929
Vuckovich,Pete,vuckp001,08/03/1975
Vukovich,George,vukog001,04/13/1980
Vukovich,John,vukoj101,09/11/1970
Wachtel,Paul,wachp101,09/18/1917
Wacker,Charlie,wackc101,04/28/1909
Waddell,Jason,waddj001,05/31/2009
Waddell,Rube,waddr101,09/08/1897
Waddell,Tom,waddt001,04/15/1984
Waddey,Frank,waddf101,04/16/1931
Wade,Ben,wadeb901,05/08/1879
Wade,Ben,wadeb101,04/30/1948
Wade,Cory,wadec001,04/24/2008
Wade,Gale,wadeg101,04/11/1955
Wade,Ham,wadeh101,09/09/1907
Wade,Jake,wadej101,04/22/1936
Wade,Rip,wader101,04/19/1923
Wade,Terrell,wadet001,09/12/1995
Wadsworth,Jack,wadsj101,05/01/1890
Waechter,Doug,waecd001,08/27/2003
Wagenhorst,Woody,wagew101,06/25/1888
Wagner,Bill,wagnb101,07/16/1914
Wagner,Billy,wagnb001,09/13/1995
Wagner,Bull,wagnb102,06/02/1913
Wagner,Butts,wagnb103,04/27/1898
Wagner,Charlie,wagnc101,04/19/1938
Wagner,Gary,wagng101,04/18/1965
Wagner,Hal,wagnh102,10/03/1937
Wagner,Hector,wagnh001,09/10/1990
Wagner,Heinie,wagnh103,07/01/1902
Wagner,Honus,wagnh101,07/19/1897
Wagner,Joe,wagnj101,04/25/1915
Wagner,Leon,wagnl101,06/22/1958
Wagner,Mark,wagnm001,08/20/1976
Wagner,Matt,wagnm002,06/05/1996
Wagner,Neil,wagnn001,08/30/2011
Wagner,Paul,wagnp001,07/26/1992
Wagner,Ryan,wagnr001,07/19/2003
Wahl,Kermit,wahlk101,06/23/1944
Wainhouse,Dave,waind001,08/03/1991
Wainwright,Adam,waina001,09/11/2005
Waitkus,Eddie,waite101,04/15/1941
Waits,Rick,waitr001,09/17/1973
Waitt,Charlie,waitc101,05/25/1875
Wakamatsu,Don,wakad001,05/22/1991
Wakefield,Bill,wakeb101,04/18/1964
Wakefield,Dick,waked101,06/26/1941
Wakefield,Howard,wakeh101,09/18/1905
Wakefield,Tim,waket001,07/31/1992
Wakeland,Chris,wakec001,09/04/2001
Walbeck,Matt,walbm001,04/07/1993
Walberg,Rube,walbr101,04/29/1923
Walczak,Ed,walce101,09/03/1945
Waldbauer,Doc,waldd101,09/24/1917
Walden,Fred,waldf101,06/03/1912
Walden,Jordan,waldj001,08/22/2010
Walding,Larry,waldl901,04/26/1995
Waldron,Irv,waldi101,04/25/1901
Waldrop,Kyle,waldk001,09/05/2011
Walewander,Jim,walej001,05/31/1987
Walk,Bob,walkb001,05/26/1980
Walker,Bill,walkb101,09/13/1927
Walker,Chico,walkc001,09/02/1980
Walker,Curt,walkc101,09/17/1919
Walker,Dixie,walkd102,09/17/1909
Walker,Dixie,walkd101,04/28/1931
Walker,Duane,walkd001,05/25/1982
Walker,Ed,walke102,09/26/1902
Walker,Ernie,walke101,04/13/1913
Walker,Fleet,walkf101,05/01/1884
Walker,Frank,walkf102,09/06/1917
Walker,Gee,walkg101,04/14/1931
Walker,George,walkg102,08/01/1888
Walker,Greg,walkg001,09/18/1982
Walker,Harry,walkh102,09/25/1940
Walker,Hub,walkh101,04/15/1931
Walker,Jamie,walkj001,04/02/1997
Walker,Jerry,walkj104,07/06/1957
Walker,Johnny,walkj103,09/19/1919
Walker,Kevin,walkk001,04/14/2000
Walker,Larry,walkl001,08/16/1989
Walker,Luke,walkl101,09/07/1965
Walker,Marty,walkm101,09/30/1928
Walker,Mike,walkm001,09/09/1988
Walker,Mike,walkm002,06/16/1992
Walker,Mysterious,walkm102,06/28/1910
Walker,Neil,walkn001,09/01/2009
Walker,Oscar,walko101,09/17/1875
Walker,Pete,walkp001,06/07/1995
Walker,Roy,walkr102,09/16/1912
Walker,Rube,walkr101,04/20/1948
Walker,Rube,walkv801,04/11/1961
Walker,Speed,walks101,09/15/1923
Walker,Tillie,walkt101,06/10/1911
Walker,Todd,walkt002,08/30/1996
Walker,Tom,walkt102,09/27/1902
Walker,Tom,walkt103,04/23/1972
Walker,Tony,walkt001,04/08/1986
Walker,Tyler,walkt003,07/02/2002
Walker,Walt,walkw102,05/08/1884
Walker,Welday,walkw101,07/15/1884
Walker,William,walkw901,06/24/1876
Walkup,Jim,walkj101,04/30/1927
Walkup,Jim,walkj102,09/22/1934
Wall,Donne,walld002,09/02/1995
Wall,Howard,wallh101,09/13/1873
Wall,Joe,wallj105,09/22/1901
Wall,Murray,wallm101,07/04/1950
Wall,Stan,walls101,07/19/1975
Wallace,Bobby,wallb101,09/15/1894
Wallace,Brett,wallb001,07/31/2010
Wallace,Dave,walld103,07/18/1973
Wallace,Dave,walld801,04/05/2010
Wallace,Derek,walld003,08/13/1996
Wallace,Doc,walld101,05/02/1919
Wallace,Don,walld102,04/12/1967
Wallace,Huck,wallh102,06/05/1912
Wallace,Jack,wallj104,09/27/1915
Wallace,Jeff,wallj001,08/21/1997
Wallace,Jim,wallj103,08/24/1905
Wallace,Lefty,walll102,05/05/1942
Wallace,Mike,wallm102,06/27/1973
Wallach,Tim,wallt001,09/06/1980
Wallaesa,Jack,wallj102,09/22/1940
Wallen,Norm,walln101,04/20/1945
Waller,Jim,wallj901,05/18/1979
Waller,Red,wallr101,04/27/1909
Waller,Ty,wallt002,09/06/1980
Walling,Denny,walld001,09/07/1975
Wallis,Joe,wallj101,09/02/1975
Walls,Lee,walll101,04/21/1952
Walrond,Les,walrl001,06/08/2003
Walsh,Augie,walsa102,10/02/1927
Walsh,Austin,walsa101,04/19/1914
Walsh,Connie,walsc101,09/16/1907
Walsh,Dave,walsd001,08/13/1990
Walsh,Dee,walsd101,04/10/1913
Walsh,Ed,walse101,05/07/1904
Walsh,Ed,walse102,07/04/1928
Walsh,Frank,walsf901,09/11/1961
Walsh,Jim,walsj106,08/25/1921
Walsh,Jimmy,walsj101,04/25/1910
Walsh,Jimmy,walsj108,08/26/1912
Walsh,Joe,walsj102,09/03/1891
Walsh,Joe,walsj104,10/08/1910
Walsh,Joe,walsj103,07/01/1938
Walsh,John,walsj105,06/22/1903
Walsh,Junior,walsj107,09/14/1946
Walsh,Mike,walsm801,05/01/1884
